title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
NEON Woody plant survey data: ACCE DTP analytical subset,"This data product, sourced from NEON data portal is for the purpose of the ACCE DTP tutorial, contains processed individual level data from measurements of woody individuals and shrub groups.",2024-04-17,"National Ecological Observatory Network. 2020. Data Products: DP1.10098.001. Provisional data downloaded from http://data.neonscience.org on 2020-01-15. Battelle, Boulder, CO, USA","Carbon cycle, lianas, shrubs, trees, vegetation, woody plants, plant productivity, plants, sapling, production, productivity, net primary production (NPP)",CC-0,Nations Science Foundation,NEON Domain areas D01;D09,47.16582,-66.82463,17.95570,-99.11107,NA,2015-05-18,2018-11-16
